entry_number,pmid,title,details,author,url,abstract,sample_size_indicator,followup_indicator,pathologic_staging_filter,keyword_score
8904,32035581,Salvage Radiotherapy for Prostate Cancer,Clin Oncol (R Coll Radiol). 2020 Mar;32(3):156-162. doi: 10.1016/j.clon.2020.01.003.,Rans K,https://www.ncbi.nlm.nih.gov/pubmed/32035581,"For patients experiencing biochemical recurrence in the absence of distant metastasis, salvage radiotherapy (SRT) with or without androgen deprivation therapy (ADT) is currently the only possible curative treatment option. Prostate-specific antigen (PSA) monitoring and the selected use of SRT has some advantages when compared with adjuvant radiotherapy. The most important one is avoidance of a potential overtreatment of patients who would never have disease progression, even in the presence of high-risk pathological features. The identification of a specific PSA cut-off seems to be incorrect. In patients with more adverse pathological features, early SRT administered at the very first sign of a PSA rise granted better disease control. Dose-intensified SRT is feasible and well tolerated with no significant difference in grade 2 or more acute and late toxicity. At least 66 Gy must be given in the salvage setting. ADT has a radio-sensitising effect on the radiotherapy by inhibiting the repair of DNA double-strand breaks. The use of ADT in the salvage setting results in a better oncological outcome. Hormonal therapy is associated with a decrease in quality of life and side-effects depending on the duration of hormone therapy. The oncological benefit of hormone therapy duration depends on their clinical and pathological characteristics. 68-Ga-prostate-specific membrane antigen positron emission tomography-computed tomography is the gold standard in staging prostate cancer patients with biochemical persistence or recurrence after radical prostatectomy. The implementation of 18F-labelled PSMA tracers can provide a further improvement.",FALSE,N/A,UNKNOWN,63
8905,32378083,Pathological features of prostate cancer in men treated with robot-assisted radical prostatectomy in the Middle East,J Robot Surg. 2021 Feb;15(1):125-133. doi: 10.1007/s11701-020-01089-0. Epub 2020 May 6.,Aldousari S,https://www.ncbi.nlm.nih.gov/pubmed/32378083,"Little is known about the pathological features of radical prostatectomy among men living in the Middle East. Although prostate cancer became the most common malignancy among males in some countries in the Middle East, the incidence is much lower compared to western populations. The aim of this study is to analyze pathological features and biochemical recurrence in men who underwent robotic-assisted radical prostatectomy (RARP) in Kuwait. The data on all RARP cases performed by a uro-oncologist (SA) were recorded. A comprehensive database was collected, including demographic, clinical, and pathological data. Between February 2014 and November 2019, 65 RARP cases were performed out of a total of 200 robotic urological procedures. The median follow-up was 41.5 months [inter quartile range (IQR) 27.6-52.7]. Eleven (17%) complications occurred in 7 patients, 64% were early (< 30 days post-operatively) and minor (Clavien I-II). Thirty-five (54%) patients had ≥ pT3 disease. Overall, 12 (18%) patients had a positive surgical margin (PSM), and all had ≥ pT3 disease. Potency and continence rates at 12 months were 82% and 97%, respectively. The mean and SD of the hospital stay were 2.7 ± 1.1 days. Biochemical recurrence (BCR) rate was 10%. Men with prostatic adenocarcinoma treated with RARP in Kuwait show a high incidence of pT3 disease. PSM and BCR rates were similar to multiple reports in the literature. To our knowledge, this is the first report of RARP pathological outcomes in the gulf cooperation council (GCC) region of the Middle East.",UNKNOWN,UNKNOWN,UNKNOWN,68
8906,31653564,Impact of timing on salvage radiation therapy adverse events following radical prostatectomy: A secondary analysis of the RTOG 9601 cohort,Urol Oncol. 2020 Feb;38(2):38.e17-38.e22. doi: 10.1016/j.urolonc.2019.09.012. Epub 2019 Oct 23.,Baumgarten L,https://www.ncbi.nlm.nih.gov/pubmed/31653564,"INTRODUCTION: The use of adjuvant radiotherapy (RT) after radical prostatectomy (RP) is very limited in prostate cancer patients mainly due to concerns for worsening of functional outcomes with early delivery of RT. We sought to test the impact of timing between RP and RT on adverse events rate. METHODS: Using the Radiation Therapy Oncology Group (RTOG) 9601 trial cohort, we performed post hoc analysis of 760 men with biochemical recurrence after RP, who received subsequent RT. Bowel adverse events (rectal urgency, diarrhea, and hematochezia); bladder adverse events (urinary frequency, dysuria, hematuria, and incontinence); and new onset of erectile dysfunction were documented as acute (<90 days after starting RT) or chronic, at each visit, per trial protocol. Regression analysis tested the impact of time between RP and RT on the aforementioned adverse events, after adjusting for potential confounders. RESULTS: The rate of acute bladder, acute bowel, late bladder, late bowel, and late impotence adverse events was, respectively, 49.3%, 60.9%, 61.2%, 48.8%, and 13.6% in patients with a time period between RP and RT ≤ 2.1 years (the median) vs. 47.5%, 63%, 59.1%, 47%, and 14.5% in patients with >2.1 years (all P > 0.5). At multivariable analysis, time from RP to RT was not an independent predictor of acute bladder (odds ratio [OR]: 1.002), acute bowel (OR: 1.024), chronic bladder (OR: 0.976), chronic bowel (OR: 1.023), and late impotence (OR: 1.031) adverse events (all P > 0.4). CONCLUSIONS: There was no impact of timing between RP and RT on urinary, bowel, and erectile adverse events related to RT. Thus, our RTOG 9601 post hoc analysis challenges the current belief that early postsurgical RT compromises functional outcomes more than late RT and support additional research to evaluate the perceived benefit in terms of adverse effects by prolonging the time between RP and RT.",UNKNOWN,UNKNOWN,UNKNOWN,73
8907,32303478,Intermediate-risk Prostate Cancer: Stratification and Management,Eur Urol Oncol. 2020 Jun;3(3):270-280. doi: 10.1016/j.euo.2020.03.002. Epub 2020 Apr 14.,Preisser F,https://www.ncbi.nlm.nih.gov/pubmed/32303478,"CONTEXT: Intermediate-risk prostate cancer consists of a highly heterogeneous group of patients. Owing to this heterogeneity and variable prognoses, it is challenging to provide uniform treatment recommendations for men in this group. OBJECTIVE: To review the current literature regarding the best available evidence for stratification and treatment of intermediate-risk prostate cancer patients. EVIDENCE ACQUISITION: We searched Medline and EMBASE, through September 2019 without year or language restriction, supplemented with hand search. EVIDENCE SYNTHESIS: Different treatment options with good long-term oncological outcomes are available for intermediate-risk prostate cancer patients. Best available evidence with long follow-up exists for radical prostatectomy and dose-escalated radiotherapy with short-term androgen deprivation. In favorable intermediate-risk patients, active surveillance and brachy-monotherapy also represent two valid treatment options. In carefully selected men, partial gland ablation represents a reasonable option. Patient preferences and comorbidities should also be considered. CONCLUSIONS: Treatment options for intermediate-risk patients range from active surveillance to partial gland ablation, radical prostatectomy, and various radiotherapy methods. The best stratification and the optimal treatment remain controversial. Classification systems, such as the National Cancer Comprehensive Network guidelines, stratify this large cohort into subgroups with favorable or unfavorable disease, which may simplify treatment recommendations but still leave substantial variability within strata. Advanced imaging may further improve current stratification systems of intermediate-risk patients. PATIENT SUMMARY: In this review, we assessed the current literature regarding the best available evidence for stratification and treatment of intermediate-risk prostate cancer patients.",TRUE,UNKNOWN,UNKNOWN,65
8908,31942462,Preoperative prostate health index and %p2PSA as the significant biomarkers of postoperative pathological outcomes of prostate cancer in Korean males: A prospective multi-institutional study,Investig Clin Urol. 2020 Jan;61(1):42-50. doi: 10.4111/icu.2020.61.1.42. Epub 2019 Dec 17.,Park H,https://www.ncbi.nlm.nih.gov/pubmed/31942462,"PURPOSE: To evaluate the clinical utility of percentage of serum prostate-specific antigen (proPSA) to free PSA (%p2PSA) and the prostate health index (PHI) for predicting aggressive pathological outcomes of radical prostatectomy (RP) in Korean males. MATERIALS AND METHODS: This prospective observational multicenter study included 160 Korean males who consecutively underwent RP. The predictive utility of preoperative %p2PSA and PHI for predicting the following pathological outcomes of RP including pT3 disease, pathologic Gleason sum ≥7, and Gleason sum upgrading was investigated using multivariate and decision-curve analyses. RESULTS: The PHI and %p2PSA levels were significantly higher in patients with pT3 disease, pathologic Gleason sum ≥7, and Gleason sum upgrading. On univariate analysis, PHI was an accurate predictor of pT3 disease, pathologic Gleason sum ≥7, and Gleason sum upgrading. Multivariate and decision curve analyses revealed that inclusion of PHI to a base multivariate model including total PSA, percentage free PSA, PSA density, percentage of positive biopsy core, biopsy Gleason sum, and clinical stage factors significantly increased its predictive accuracy; %p2PSA showed a similar result. However, PHI was a more valuable predictor of pathological outcomes of RP. CONCLUSIONS: This study revealed PHI and %p2PSA as preoperative biomarkers of pathological outcomes in Korean males who underwent RP for prostate cancer.",UNKNOWN,UNKNOWN,UNKNOWN,78
8909,32202536,Intraductal carcinoma of the prostate,Pathologica. 2020 Mar;112(1):17-24. doi: 10.32074/1591-951X-5-20.,Szentirmai E,https://www.ncbi.nlm.nih.gov/pubmed/32202536,"Intraductal carcinoma of the prostate (IDC-P) is a diagnostic entity characterized by architecturally or cytologically malignant-appearing prostatic glandular epithelium confined to prostatic ducts. Despite its apparent <i>in situ</i> nature, this lesion is associated with aggressive prostatic adenocarcinoma and is a predictor for poor prognosis when identified on biopsy or radical prostatectomy. This review discusses diagnosis, clinical features, histogenesis, and management of IDC-P, as well as current research and controversies surrounding this entity.",UNKNOWN,UNKNOWN,UNKNOWN,55
8910,32203071,Preoperative frailty predicts adverse short-term postoperative outcomes in patients treated with radical prostatectomy,Prostate Cancer Prostatic Dis. 2020 Dec;23(4):573-580. doi: 10.1038/s41391-020-0225-3. Epub 2020 Mar 18.,Rosiello G,https://www.ncbi.nlm.nih.gov/pubmed/32203071,"BACKGROUND: To investigate the effect of frailty on short-term postoperative outcomes in patients with prostate cancer treated with radical prostatectomy (RP). METHODS: Within the National Inpatient Sample database, we identified 91,618 RP patients treated between 2008 and 2015. The Johns Hopkins Adjusted Clinical Groups frailty-defining indicator was applied, and we examined the rates of frailty over time, as well as its effect on overall complications, major complications, nonhome-based discharge, length of stay (LOS), and total hospital charges (THCs). Time trends and multivariable logistic, Poisson and linear regression models were applied. RESULTS: Overall, 12,185 (13.3%) patients were frail. Rates of frail patients increased over time (from 10.3 to 18.2%; p < 0.001). Frail patients had higher rates of overall complications (16.6 vs. 8.6%), major complications (4.9 vs. 2.6%), nonhome-based discharge (5.9 vs. 5%), longer LOS (2 vs. 1), and higher THCs ($37,186 vs. $35,241) (all p < 0.001). Moreover, frailty was an independent predictor of overall complications (OR: 1.95), major complications (OR: 1.76), nonhome-based discharge (OR: 1.20), longer LOS (RR: 1.19), and higher THCs (RR: $3160) (all p < 0.001). Of frail patients, 10,418 (85.5%) neither exhibited body mass index ≥ 30 nor Charlson comorbidity index ≥ 2. CONCLUSIONS: On average, every seventh RP patient is frail and that proportion is on the rise. Frail individuals are at higher risk of adverse short-term postoperative outcomes, that cannot be predicted by other risk factors, such as obesity or comorbidities.",UNKNOWN,UNKNOWN,UNKNOWN,60
8911,31759076,Plan Selection in Proton Therapy of Locally Advanced Prostate Cancer with Simultaneous Treatment of Multiple Targets,Int J Radiat Oncol Biol Phys. 2020 Mar 1;106(3):630-638. doi: 10.1016/j.ijrobp.2019.11.007. Epub 2019 Nov 20.,Pilskog S,https://www.ncbi.nlm.nih.gov/pubmed/31759076,"PURPOSE: Intensity modulated proton therapy (IMPT) of locally advanced prostate cancer can spare the bowel considerably compared with modern photon therapy, but simultaneous treatment of the prostate (p), seminal vesicles (sv), and lymph nodes is challenging owing to day-to-day organ motion and range uncertainties. Our purpose was, therefore, to generate a plan library for use in adaptive IMPT to mitigate these uncertainties. METHODS AND MATERIALS: We retrospectively included 27 patients with a series of computed tomography scans throughout their treatment representing day-to-day variation. In 18 of the patients, target motion was analyzed using rigid shifts of prostate gold markers relative to bony anatomy. A plan library with different p and sv planning target volume (p/sv-PTV) positions was defined from the distribution and direction of these shifts. Delivery of IMPT using plan selection from the library was simulated for image guidance on bony anatomy, in the remaining patients and compared with nonadaptive IMPT. RESULTS: The plan library consisted of 3 small margin p/sv-PTVs: (1) p/sv-PTV shifted 1.5 systematic error (Σ) of the population mean in the anterior and cranial directions, (2) p/sv-PTV shifted 1.5Σ in the posterior and caudal directions, and (3) p/sv-PTV in the planning position. The conventional p/sv-PTV was also available for backup. Plan selection compared with nonadaptive IMPT resulted in a reduction of the rectum volume receiving 60 Gy relative biological effect (RBE) (V60<sub>GyRBE</sub>) from on average 12 mL to 9 mL. For the bladder the average V45<sub>GyRBE</sub> was reduced from 36% to 30%. Large and small bowel doses were also reduced, whereas target coverage was comparable or improved compared with nonadaptive IMPT. CONCLUSIONS: Plan selection based on a population model of rigid target motion was feasible for all patients. Compared with conventional IMPT, plan selection resulted in significant dosimetric sparing of rectum and bladder without compromising target coverage.",UNKNOWN,UNKNOWN,UNKNOWN,50
8912,31549770,Low-dose-rate brachytherapy for prostate cancer: A 15-year experience in Japan,Int J Urol. 2020 Jan;27(1):17-23. doi: 10.1111/iju.14098. Epub 2019 Sep 24.,Tanaka N,https://www.ncbi.nlm.nih.gov/pubmed/31549770,"The history of prostate brachytherapy has passed one century. In 1983, modern low-dose-rate prostate brachytherapy using a transrectal ultrasound-guided procedure was introduced. In the early 1990s, low-dose-rate brachytherapy was introduced and rapidly spread across the USA due to its excellent oncological control, cost-effectiveness and technically easy procedure. Since low-dose-rate brachytherapy was introduced in Japan (2003), over 15 years have passed. More than 43 000 patients have undergone low-dose-rate brachytherapy. Japanese urologists and radiation oncologists are on course with leading brachytherapists in the USA. A nationwide prospective cohort study, J-POPS, was initiated in 2005. The J-POPS group also provides educational programs including an annual novel training course in low-dose-rate brachytherapy to familiarize urologists, radiation oncologists and pathologists with the procedure. Important information on Japanese patients has accumulated, especially by the J-POPS study group. The Japanese investigators reported excellent oncological outcomes of low-dose-rate brachytherapy, showing equivalent or superior efficacy to surgery in low- to intermediate-risk patients, and superior efficacy in high-risk patients using the surgery biochemical recurrence definition (prostate-specific antigen cut-off value of 0.2 ng/mL). Two randomized controlled studies (SHIP study: intermediate risk, and TRIP study: high risk) carried out by the J-POPS group are ongoing, and an additional follow-up study (J-POPS 2 study) has been started to evaluate survival outcomes over longer follow-up periods. Low-dose-rate brachytherapy is expected to provide a survival benefit, which must be confirmed by further studies with longer follow-up periods in the future.",TRUE,UNKNOWN,UNKNOWN,100
8913,32182149,Prostate cancer: more effective use of underutilized postoperative radiation therapy,Expert Rev Anticancer Ther. 2020 Apr;20(4):241-249. doi: 10.1080/14737140.2020.1743183. Epub 2020 Mar 17.,Motterle G,https://www.ncbi.nlm.nih.gov/pubmed/32182149,"<b>Introduction</b>: Adverse pathological features at radical prostatectomy such as extracapsular extension, seminal-vesicle involvement, positive surgical margins and/or lymph node invasion define a particular subgroup of patients that might benefit from additional treatment after surgery, in particular radiation therapy.<b>Areas covered</b>: Post-prostatectomy radiation is intended as adjuvant, early-salvage or salvage depending on the timing and PSA levels at the treatment. After providing the most used definitions, the high-level evidence supporting adjuvant radiation is reviewed together with the limitations affecting its utilization. In recent years early-salvage radiation was hypothesized to be a non-inferior alternative based on good-quality retrospective data. Recently, preliminary results of ongoing trials provide additional evidence. In light of the need to identify patients that will truly benefit from adjuvant radiation, clinically based and molecular tools available for this purpose are reviewed.<b>Expert opinion</b>: In order to tailor treatment for the patient after radical prostatectomy, there is a need for a tool that could both improve the oncological outcomes and be cost-effective. To date, genomic testing provides the most promising results that will be reasonably improved in the coming years.",UNKNOWN,UNKNOWN,UNKNOWN,65
8914,31727298,Progress in Low Dose Rate Brachytherapy for Prostate Cancer,Semin Radiat Oncol. 2020 Jan;30(1):39-48. doi: 10.1016/j.semradonc.2019.08.002.,McLaughlin PW,https://www.ncbi.nlm.nih.gov/pubmed/31727298,"Low dose rate (LDR) brachytherapy has a proven critical role in achieving the modern standard of successful prostate cancer treatment, cure with quality of life (QoL) preservation. In the past decade, cure has been demonstrated in the most lethal form of prostate cancer treated with combined external beam and LDR brachytherapy. Additionally, QoL has moved from toxicity avoidance to preservation of function, with unprecedented sexual function preservation proven with intensive combination therapy. The technical advances that have made such outcomes possible have defined the full, dynamic complexity of the permanent prostate implant procedure, as well as effective solutions. Progress in LDR brachytherapy as it relates to prostate cancer biology, local control, toxicity reduction with function preservation, external beam integration, medical event prevention, patient selection, and comparative brachytherapy is reviewed. As in all brachytherapy procedures, the final clinical outcomes of cure, and QoL depend entirely on a foundation of verifiable technical excellence.",UNKNOWN,UNKNOWN,UNKNOWN,60
8915,32091336,"Prostate Cancer: Biology, Incidence, Detection Methods, Treatment Methods, and Vaccines",Curr Top Med Chem. 2020;20(10):847-854. doi: 10.2174/1568026620666200224100730.,Bartzatt R,https://www.ncbi.nlm.nih.gov/pubmed/32091336,"Cancer of the prostate are cancers in which most incidences are slow-growing, and in the U.S., a record of 1.2 million new cases of prostate cancer occurred in 2018. The rates of this type of cancer have been increasing in developing nations. The risk factors for prostate cancer include age, family history, and obesity. It is believed that the rate of prostate cancer is correlated with the Western diet. Various advances in methods of radiotherapy have contributed to lowering morbidity. Therapy for hormone- refractory prostate cancer is making progress, for almost all men with metastases will proceed to hormone-refractory prostate cancer. Smoking cigarettes along with the presence of prostate cancer has been shown to cause a higher risk of mortality in prostate cancer. The serious outcome of incontinence and erectile dysfunction result from the cancer treatment of surgery and radiation, particularly for prostate- specific antigen detected cancers that will not cause morbidity or mortality. Families of patients, as well as patients, are profoundly affected following the diagnosis of prostate cancer. Poor communication between spouses during prostate cancer increases the risk for poor adjustment to prostate cancer. The use of serum prostate-specific antigen to screen for prostate cancer has led to a greater detection, in its early stage, of this cancer. Prostate cancer is the most common malignancy in American men, accounting for more than 29% of all diagnosed cancers and about 13% of all cancer deaths. A shortened course of hormonal therapy with docetaxel following radical prostatectomy (or radiation therapy) for high-risk prostate cancer has been shown to be both safe and feasible. Patients treated with docetaxel-estramustine had a prostate-specific antigen response decline of at least 50%. Cancer vaccines are an immune-based cancer treatment that may provide the promise of a non-toxic but efficacious therapeutic alternative for cancer patients. Further studies will elucidate improved methods of detection and treatment.",TRUE,UNKNOWN,UNKNOWN,60
8916,31977379,Neoadjuvant Approaches Prior To Radical Prostatectomy,Cancer J. 2020 Jan/Feb;26(1):2-12. doi: 10.1097/PPO.0000000000000424.,Ryan ST,https://www.ncbi.nlm.nih.gov/pubmed/31977379,"Patients with high-risk localized prostate cancer benefit from multimodality therapy of curative intent. Androgen-deprivation therapy (ADT) combined with radiation improves survival in this population. However, prior clinical trials of neoadjuvant ADT and surgery failed to consistently demonstrate a survival advantage. The development of novel, more potent hormonal agents presents an opportunity to revisit the potential for neoadjuvant therapy to improve long-term outcomes for patients with localized prostate cancer. We review recent advances in neoadjuvant approaches for prostate cancer and emerging clinical trials data supporting the use of neoadjuvant therapy prior to radical prostatectomy.",TRUE,UNKNOWN,TRUE,73
