entry_number,pmid,title,details,author,url
16629,31749179,No time for reflection: Patient experiences with treatment-related decision-making in advanced prostate cancer,Scand J Caring Sci. 2020 Dec;34(4):880-888. doi: 10.1111/scs.12794. Epub 2019 Nov 21.,Netsey-Afedo MML,https://www.ncbi.nlm.nih.gov/pubmed/31749179
16630,33371093,Superb microvascular imaging in guiding targeted biopsy of prostate cancer: A protocol for systematic review and meta analysis,Medicine (Baltimore). 2020 Dec 18;99(51):e23604. doi: 10.1097/MD.0000000000023604.,Wang C,https://www.ncbi.nlm.nih.gov/pubmed/33371093
16631,33300224,Use of the prostate health index in the detection of prostate cancer at all PSA levels (use of prostate health index in prostate cancer),Int J Clin Pract. 2021 Apr;75(4):e13922. doi: 10.1111/ijcp.13922. Epub 2020 Dec 20.,Akdogan N,https://www.ncbi.nlm.nih.gov/pubmed/33300224
16632,33336582,Diagnostic Yield of Incremental Biopsy Cores and Second Lesion Sampling for In-Gantry MRI-Guided Prostate Biopsy,AJR Am J Roentgenol. 2021 Oct;217(4):908-918. doi: 10.2214/AJR.20.24918. Epub 2020 Dec 18.,Seyfried N,https://www.ncbi.nlm.nih.gov/pubmed/33336582
16633,32713070,Diagnostic accuracy of multiparametric magnetic resonance imaging combined with clinical parameters in the detection of clinically significant prostate cancer: A novel diagnostic model,Int J Urol. 2020 Oct;27(10):866-873. doi: 10.1111/iju.14316. Epub 2020 Jul 25.,Ippolito D,https://www.ncbi.nlm.nih.gov/pubmed/32713070
16634,32928793,Iron Induces Cell Death and Strengthens the Efficacy of Antiandrogen Therapy in Prostate Cancer Models,Clin Cancer Res. 2020 Dec 1;26(23):6387-6398. doi: 10.1158/1078-0432.CCR-20-3182. Epub 2020 Sep 14.,Bordini J,https://www.ncbi.nlm.nih.gov/pubmed/32928793
16635,32152436,Racial disparity in the utilization of multiparametric MRI-ultrasound fusion biopsy for the detection of prostate cancer,Prostate Cancer Prostatic Dis. 2020 Dec;23(4):567-572. doi: 10.1038/s41391-020-0223-5. Epub 2020 Mar 9.,Hoge C,https://www.ncbi.nlm.nih.gov/pubmed/32152436
16636,33257219,Multicenter transperineal MRI-TRUS fusion guided outpatient clinic prostate biopsies under local anesthesia,Urol Oncol. 2021 Jul;39(7):432.e1-432.e7. doi: 10.1016/j.urolonc.2020.11.009. Epub 2020 Nov 27.,Jacewicz M,https://www.ncbi.nlm.nih.gov/pubmed/33257219
16637,33196886,MRI-derived PRECISE scores for predicting pathologically-confirmed radiological progression in prostate cancer patients on active surveillance,Eur Radiol. 2021 May;31(5):2696-2705. doi: 10.1007/s00330-020-07336-0. Epub 2020 Nov 16.,Caglic I,https://www.ncbi.nlm.nih.gov/pubmed/33196886
16638,32758400,Phase I/II Trial of the Combination of (177)Lutetium Prostate specific Membrane Antigen 617 and Idronoxil (NOX66) in Men with End-stage Metastatic Castration-resistant Prostate Cancer (LuPIN),Eur Urol Oncol. 2021 Dec;4(6):963-970. doi: 10.1016/j.euo.2020.07.002. Epub 2020 Aug 3.,Crumbaker M,https://www.ncbi.nlm.nih.gov/pubmed/32758400
16639,33380212,Association between the anticancer efficacy of cabazitaxel and toll-like receptor 4 mediating signaling pathways in metastatic castration-resistant prostate cancer cells,Hum Exp Toxicol. 2021 Jul;40(7):1122-1129. doi: 10.1177/0960327120984209. Epub 2020 Dec 31.,Guney Eskiler G,https://www.ncbi.nlm.nih.gov/pubmed/33380212
16642,32722632,"Understanding the Mechanisms of Diet and Outcomes in Colon, Prostate, and Breast Cancer; Malignant Gliomas; and Cancer Patients on Immunotherapy",Nutrients. 2020 Jul 26;12(8):2226. doi: 10.3390/nu12082226.,Mann S DO,https://www.ncbi.nlm.nih.gov/pubmed/32722632
16643,32278319,MRI-targeted prostate biopsy: key considerations for pathologists,Histopathology. 2020 Jul;77(1):18-25. doi: 10.1111/his.14113. Epub 2020 Jun 7.,Gordetsky JB,https://www.ncbi.nlm.nih.gov/pubmed/32278319
16644,33322720,Extracellular Vesicles-Mediated Transfer of miRNA Let-7b from PC3 Cells to Macrophages,Genes (Basel). 2020 Dec 12;11(12):1495. doi: 10.3390/genes11121495.,Costanzi E,https://www.ncbi.nlm.nih.gov/pubmed/33322720
16647,33153920,Fourteen-Core Systematic Biopsy That Includes Two Anterior Cores in Men With PI-RADS Lesion ? 3 is Comparable With Magnetic Resonance Imaging-ultrasound Fusion Biopsy in Detecting Clinically Significant Prostate Cancer: A Single-institution Experience,Clin Genitourin Cancer. 2021 Aug;19(4):275-279. doi: 10.1016/j.clgc.2020.09.006. Epub 2020 Oct 13.,Sterling J,https://www.ncbi.nlm.nih.gov/pubmed/33153920
16648,31411975,"Development and Validation of a Lookup Table for the Prediction of Metastatic Prostate Cancer According to Prostatic-specific Antigen Value, Clinical Tumor Stage, and Gleason Grade Groups",Eur Urol Oncol. 2020 Oct;3(5):631-639. doi: 10.1016/j.euo.2019.03.003. Epub 2019 Mar 29.,Preisser F,https://www.ncbi.nlm.nih.gov/pubmed/31411975
16649,33272865,The Role of Magnetic Resonance Imaging and Positron Emission Tomography/Computed Tomography in the Primary Staging of Newly Diagnosed Prostate Cancer: A Systematic Review of the Literature,Eur Urol Oncol. 2021 Jun;4(3):370-395. doi: 10.1016/j.euo.2020.11.002. Epub 2020 Dec 4.,Abrams-Pompe RS,https://www.ncbi.nlm.nih.gov/pubmed/33272865
16650,32661959,Identifying Prostate Surface Antigen Patterns of Change in Patients with Metastatic Hormone Sensitive Prostate Cancer Treated with Abiraterone and Prednisone,Target Oncol. 2020 Aug;15(4):477-483. doi: 10.1007/s11523-020-00734-w.,Sheng IY,https://www.ncbi.nlm.nih.gov/pubmed/32661959
16652,31318579,Consecutive transperineal prostatic template biopsies employing cognitive and systematic approach: a single center study,Aging Male. 2020 Dec;23(5):953-957. doi: 10.1080/13685538.2019.1641796. Epub 2019 Jul 18.,Bhat Z,https://www.ncbi.nlm.nih.gov/pubmed/31318579
16654,32588205,The significance of a high preoperative PSA level for the detection of incidental prostate cancer in LUTS patients with large prostates,World J Urol. 2021 May;39(5):1481-1487. doi: 10.1007/s00345-020-03321-w. Epub 2020 Jun 25.,Magistro G,https://www.ncbi.nlm.nih.gov/pubmed/32588205
16655,33083892,Factors Associated with Cancer Screening Among Hopi Men,J Cancer Educ. 2022 Aug;37(4):915-923. doi: 10.1007/s13187-020-01900-4. Epub 2020 Oct 20.,Batai K,https://www.ncbi.nlm.nih.gov/pubmed/33083892
16656,32350862,Overall and abdominal obesity and prostate cancer risk in a West African population: An analysis of the Ghana Prostate Study,Int J Cancer. 2020 Nov 15;147(10):2669-2676. doi: 10.1002/ijc.33026. Epub 2020 May 6.,Hurwitz LM,https://www.ncbi.nlm.nih.gov/pubmed/32350862
16658,33217456,A 4Kscore Cut-off of 7.5% for Prostate Biopsy Decisions Provides High Sensitivity and Negative Predictive Value for Significant Prostate Cancer,Urology. 2021 Feb;148:53-58. doi: 10.1016/j.urology.2020.11.008. Epub 2020 Nov 18.,Bhattu AS,https://www.ncbi.nlm.nih.gov/pubmed/33217456
16659,32865086,Real life data of MRI-targeted biopsy - experience from a single nonacademic centre using cognitive fusion and 1.5 tesla scanning,Scand J Urol. 2020 Oct;54(5):387-392. doi: 10.1080/21681805.2020.1812713. Epub 2020 Aug 31.,Novaes MAS,https://www.ncbi.nlm.nih.gov/pubmed/32865086
16660,32631097,A Comparison of Cancer Detection Rates Between Template Systematic Biopsies Obtained Using Magnetic Resonance Imaging-Ultrasound Fusion Machine and Freehand Transrectal Ultrasound-Guided Systematic Biopsies,J Endourol. 2020 Oct;34(10):1095-1098. doi: 10.1089/end.2020.0299. Epub 2020 Sep 21.,Hoge C,https://www.ncbi.nlm.nih.gov/pubmed/32631097
16661,33148474,Multiparametric MR imaging of the prostate at 1.5-T without endorectal coil using an 8 channel pelvic phased array: Is it still a viable option?,Radiography (Lond). 2021 May;27(2):459-463. doi: 10.1016/j.radi.2020.10.011. Epub 2020 Nov 2.,Pierro A,https://www.ncbi.nlm.nih.gov/pubmed/33148474
16662,32501559,Prognostic factors influencing overall survival in de novo oligometastatic prostate cancer patients,Prostate. 2020 Aug;80(11):850-858. doi: 10.1002/pros.24016. Epub 2020 Jun 5.,Rii J,https://www.ncbi.nlm.nih.gov/pubmed/32501559
16664,32902659,PI-RADS version 2.1 scoring system is superior in detecting transition zone prostate cancer: a diagnostic study,Abdom Radiol (NY). 2020 Dec;45(12):4142-4149. doi: 10.1007/s00261-020-02724-y. Epub 2020 Sep 9.,Wang Z,https://www.ncbi.nlm.nih.gov/pubmed/32902659
16666,32776050,A protein corona sensor array detects breast and prostate cancers,Nanoscale. 2020 Aug 20;12(32):16697-16704. doi: 10.1039/d0nr03439h.,Digiacomo L,https://www.ncbi.nlm.nih.gov/pubmed/32776050
16667,33198956,The Psychometric Properties of Taiwanese Version of the Memorial Anxiety Scale for Prostate Cancer,J Pain Symptom Manage. 2021 Apr;61(4):824-830. doi: 10.1016/j.jpainsymman.2020.10.013. Epub 2020 Oct 24.,Chou MC,https://www.ncbi.nlm.nih.gov/pubmed/33198956
16669,32358793,Grading of prostate cancer: the impact of including intraductal carcinoma on the overall Grade Group assigned in diagnostic biopsies,Histopathology. 2020 Sep;77(3):503-507. doi: 10.1111/his.14132. Epub 2020 Jul 28.,Chen-Maxwell D,https://www.ncbi.nlm.nih.gov/pubmed/32358793
16670,32714984,Prognostic Value of the LATITUDE and CHAARTED Risk Criteria for Predicting the Survival of Men with Bone Metastatic Hormone-Naïve Prostate Cancer Treated with Combined Androgen Blockade Therapy: Real-World Data from a Japanese Multi-Institutional Study,Biomed Res Int. 2020 Jul 1;2020:7804932. doi: 10.1155/2020/7804932. eCollection 2020.,Kawahara T,https://www.ncbi.nlm.nih.gov/pubmed/32714984
16672,33003518,Dietary Factors and Supplements Influencing Prostate Specific-Antigen (PSA) Concentrations in Men with Prostate Cancer and Increased Cancer Risk: An Evidence Analysis Review Based on Randomized Controlled Trials,Nutrients. 2020 Sep 29;12(10):2985. doi: 10.3390/nu12102985.,Grammatikopoulou MG,https://www.ncbi.nlm.nih.gov/pubmed/33003518
16673,33000273,N?Myc induces the tumor progression of prostate cancer by regulating FSCN1,Oncol Rep. 2020 Nov;44(5):2265-2274. doi: 10.3892/or.2020.7775. Epub 2020 Sep 22.,He G,https://www.ncbi.nlm.nih.gov/pubmed/33000273
16674,32380831,(1)H NMR-Based Urine Metabolomics Reveals Signs of Enhanced Carbon and Nitrogen Recycling in Prostate Cancer,J Proteome Res. 2020 Jun 5;19(6):2419-2428. doi: 10.1021/acs.jproteome.0c00091. Epub 2020 May 18.,Bruzzone C,https://www.ncbi.nlm.nih.gov/pubmed/32380831
16675,32188988,"Efficacy and safety of abiraterone acetate plus prednisone in Japanese patients with newly diagnosed, metastatic hormone-naive prostate cancer: final subgroup analysis of LATITUDE, a randomized, double-blind, placebo-controlled, phase 3 study",Jpn J Clin Oncol. 2020 Jul 9;50(7):810-820. doi: 10.1093/jjco/hyaa030.,Suzuki H,https://www.ncbi.nlm.nih.gov/pubmed/32188988
16676,33370963,Primary diffuse large B cell lymphoma (DLBCL) of the prostate presenting with lower urinary tract symptoms (LUTS),BMJ Case Rep. 2020 Dec 22;13(12):e236280. doi: 10.1136/bcr-2020-236280.,Nusrat A,https://www.ncbi.nlm.nih.gov/pubmed/33370963
16677,32867754,Risk of subsequent prostate cancer in peptic ulcer patients who received helicobacter pylori eradication therapy: an Asian population-based cohort study,BMC Urol. 2020 Aug 31;20(1):135. doi: 10.1186/s12894-020-00706-2.,Fang CW,https://www.ncbi.nlm.nih.gov/pubmed/32867754
16679,32512071,Activation of the Erk/MAPK signaling pathway is a driver for cadmium induced prostate cancer,Toxicol Appl Pharmacol. 2020 Aug 15;401:115102. doi: 10.1016/j.taap.2020.115102. Epub 2020 Jun 6.,Dasgupta P,https://www.ncbi.nlm.nih.gov/pubmed/32512071
16680,32699997,The role of exercise in the management of adverse effects of androgen deprivation therapy for prostate cancer: a rapid review,Support Care Cancer. 2020 Dec;28(12):5661-5671. doi: 10.1007/s00520-020-05637-0. Epub 2020 Jul 22.,Edmunds K,https://www.ncbi.nlm.nih.gov/pubmed/32699997
16681,32833249,Sleep quality and prostate cancer aggressiveness: Results from the REDUCE trial,Prostate. 2020 Nov;80(15):1304-1313. doi: 10.1002/pros.24052. Epub 2020 Aug 24.,Wiggins EK,https://www.ncbi.nlm.nih.gov/pubmed/32833249
16682,32681273,Prospective assessment of two-gene urinary test with multiparametric magnetic resonance imaging of the prostate for men undergoing primary prostate biopsy,World J Urol. 2021 Jun;39(6):1869-1877. doi: 10.1007/s00345-020-03359-w. Epub 2020 Jul 17.,Busetto GM,https://www.ncbi.nlm.nih.gov/pubmed/32681273
16683,32701219,Risk stratification for the prediction of overall survival could assist treatment decision-making at diagnosis of castration-resistant prostate cancer: a multicentre collaborative study in Japan,BJU Int. 2021 Feb;127(2):212-221. doi: 10.1111/bju.15187. Epub 2020 Aug 10.,Uchimoto T,https://www.ncbi.nlm.nih.gov/pubmed/32701219
16684,32910231,Yield of concurrent systemic biopsy during MRI-targeted biopsy according to Prostate Imaging Reporting and Data System version 2 in patients with suspected prostate cancer,Eur Radiol. 2021 Mar;31(3):1667-1675. doi: 10.1007/s00330-020-07167-z. Epub 2020 Sep 10.,Kim CH,https://www.ncbi.nlm.nih.gov/pubmed/32910231
16685,33314020,Abiraterone acetate in combination with androgen deprivation therapy compared to androgen deprivation therapy only for metastatic hormone-sensitive prostate cancer,Cochrane Database Syst Rev. 2020 Dec 12;12(12):CD013245. doi: 10.1002/14651858.CD013245.pub2.,Sathianathen NJ,https://www.ncbi.nlm.nih.gov/pubmed/33314020
16686,32600058,A Comparative Study of Prostate Cancer Detection Rate Between Transperineal COG-TB and Transperineal FUS-TB in Patients with PSA ?20?ng/mL,J Endourol. 2020 Oct;34(10):1008-1014. doi: 10.1089/end.2020.0276. Epub 2020 Jul 31.,Liang L,https://www.ncbi.nlm.nih.gov/pubmed/32600058
16687,32839133,Accuracy of MRI-guided Versus Systematic Prostate Biopsy in Patients Under Active Surveillance: A Systematic Review and Meta-analysis,Clin Genitourin Cancer. 2021 Feb;19(1):3-11.e1. doi: 10.1016/j.clgc.2020.06.008. Epub 2020 Jul 2.,Baccaglini W,https://www.ncbi.nlm.nih.gov/pubmed/32839133
16688,32470903,Automated gleason grading on prostate biopsy slides by statistical representations of homology profile,Comput Methods Programs Biomed. 2020 Oct;194:105528. doi: 10.1016/j.cmpb.2020.105528. Epub 2020 May 26.,Yan C,https://www.ncbi.nlm.nih.gov/pubmed/32470903
16689,32675592,Targeting defective DNA repair in prostate cancer,Curr Opin Oncol. 2020 Sep;32(5):503-509. doi: 10.1097/CCO.0000000000000654.,Carmichael J,https://www.ncbi.nlm.nih.gov/pubmed/32675592
16690,32580469,New Frontiers in Prostate Cancer Treatment: Are We Ready for Drug Combinations with Novel Agents?,Cells. 2020 Jun 22;9(6):1522. doi: 10.3390/cells9061522.,Aurilio G,https://www.ncbi.nlm.nih.gov/pubmed/32580469
16692,32203070,Plasma cell-free DNA-based predictors of response to abiraterone acetate/prednisone and prognostic factors in metastatic castration-resistant prostate cancer,Prostate Cancer Prostatic Dis. 2020 Dec;23(4):705-713. doi: 10.1038/s41391-020-0224-4. Epub 2020 Mar 18.,Du M,https://www.ncbi.nlm.nih.gov/pubmed/32203070
16693,32950397,Comparison of Mexican-American vs Caucasian prostate cancer active surveillance candidates,Urol Oncol. 2021 Jan;39(1):74.e1-74.e7. doi: 10.1016/j.urolonc.2020.08.012. Epub 2020 Sep 17.,Collà Ruvolo C,https://www.ncbi.nlm.nih.gov/pubmed/32950397
16694,32315112,"Detection of clinically significant prostate cancer in biopsy-naïve men: direct comparison of systematic biopsy, multiparametric MRI- and contrast-ultrasound-dispersion imaging-targeted biopsy",BJU Int. 2020 Oct;126(4):481-493. doi: 10.1111/bju.15093. Epub 2020 May 13.,Mannaerts CK,https://www.ncbi.nlm.nih.gov/pubmed/32315112
16695,33127298,Optimizing MRI-targeted prostate biopsy: the diagnostic benefit of additional targeted biopsy cores,Urol Oncol. 2021 Mar;39(3):193.e1-193.e6. doi: 10.1016/j.urolonc.2020.09.019. Epub 2020 Oct 27.,Tracy CR,https://www.ncbi.nlm.nih.gov/pubmed/33127298
16697,31012363,Quality of life among patients after cystoprostatectomy as the treatment for locally advanced prostate cancer with bladder invasion,Aging Male. 2020 Dec;23(5):847-853. doi: 10.1080/13685538.2019.1604653. Epub 2019 Apr 23.,Yuan P,https://www.ncbi.nlm.nih.gov/pubmed/31012363
16699,33273988,Systematic Investigation of mRNA N (6)-Methyladenosine Machinery in Primary Prostate Cancer,Dis Markers. 2020 Nov 12;2020:8833438. doi: 10.1155/2020/8833438. eCollection 2020.,Jiang M,https://www.ncbi.nlm.nih.gov/pubmed/33273988
16700,32726517,Long non-coding RNA LINC01207 promotes prostate cancer progression by downregulating microRNA-1972 and upregulating LIM and SH3 protein 1,IUBMB Life. 2020 Sep;72(9):1960-1975. doi: 10.1002/iub.2327. Epub 2020 Jul 29.,Wang S,https://www.ncbi.nlm.nih.gov/pubmed/32726517
16701,32119574,Upregulation of PACE4 in prostate cancer is not dependent on E2F transcription factors,Can J Physiol Pharmacol. 2020 Jul;98(7):477-481. doi: 10.1139/cjpp-2019-0668. Epub 2020 Mar 2.,Bakrania A,https://www.ncbi.nlm.nih.gov/pubmed/32119574
16702,32531869,Personalised biopsy schedules based on risk of Gleason upgrading for patients with low-risk prostate cancer on active surveillance,BJU Int. 2021 Jan;127(1):96-107. doi: 10.1111/bju.15136. Epub 2020 Aug 1.,Tomer A,https://www.ncbi.nlm.nih.gov/pubmed/32531869
16703,32919755,Diagnostic yields in patients with suspected prostate cancer undergoing MRI as the first-line investigation in routine practice,Clin Radiol. 2020 Dec;75(12):950-956. doi: 10.1016/j.crad.2020.08.011. Epub 2020 Sep 9.,Sokhi HK,https://www.ncbi.nlm.nih.gov/pubmed/32919755
16705,32358695,Central adiposity at diagnosis may reduce prostate cancer-specific mortality in African-Caribbean men with prostate cancer: 10-year follow-up of participants in a case-control study,Cancer Causes Control. 2020 Jul;31(7):651-662. doi: 10.1007/s10552-020-01306-z. Epub 2020 May 1.,Jackson MD,https://www.ncbi.nlm.nih.gov/pubmed/32358695
16706,32701720,Prostate-specific membrane antigen PET/computed tomography for staging prostate cancer,Curr Opin Urol. 2020 Sep;30(5):628-634. doi: 10.1097/MOU.0000000000000799.,Ravi Kumar AS,https://www.ncbi.nlm.nih.gov/pubmed/32701720
16707,32387417,Treatment with abiraterone and enzalutamide does not overcome poor outcome from metastatic castration-resistant prostate cancer in men with the germline homozygous HSD3B1 c.1245C genotype,Ann Oncol. 2020 Sep;31(9):1178-1185. doi: 10.1016/j.annonc.2020.04.473. Epub 2020 May 5.,Lu C,https://www.ncbi.nlm.nih.gov/pubmed/32387417
16708,32576498,Ex Vivo Radiation Leads to Opposing Neurite Growth in Whole Ganglia vs Dissociated Cultured Pelvic Neurons,J Sex Med. 2020 Aug;17(8):1423-1433. doi: 10.1016/j.jsxm.2020.04.385. Epub 2020 Jun 20.,Randolph JT,https://www.ncbi.nlm.nih.gov/pubmed/32576498
16709,32894795,Interactive effect of TLR SNPs and exposure to sexually transmitted infections on prostate cancer risk in Jamaican men,Prostate. 2020 Nov;80(15):1365-1372. doi: 10.1002/pros.24067. Epub 2020 Sep 7.,Dubey B,https://www.ncbi.nlm.nih.gov/pubmed/32894795
16710,32886176,Antiresorptive agent-related osteonecrosis of the jaw in prostate cancer patients with bone metastasis treated with bone-modifying agents,J Bone Miner Metab. 2021 Mar;39(2):295-301. doi: 10.1007/s00774-020-01151-9. Epub 2020 Sep 4.,Nakai Y,https://www.ncbi.nlm.nih.gov/pubmed/32886176
16711,32885994,Apalutamide for the treatment of metastatic castration-sensitive prostate cancer,Future Oncol. 2020 Dec;16(35):2905-2916. doi: 10.2217/fon-2020-0557. Epub 2020 Sep 4.,Dror CM,https://www.ncbi.nlm.nih.gov/pubmed/32885994
16712,32306078,Manual prostate cancer segmentation in MRI: interreader agreement and volumetric correlation with transperineal template core needle biopsy,Eur Radiol. 2020 Sep;30(9):4806-4815. doi: 10.1007/s00330-020-06786-w. Epub 2020 Apr 19.,Liechti MR,https://www.ncbi.nlm.nih.gov/pubmed/32306078
16713,32955923,Prostate cancer measurements on serial MRI during active surveillance: it's time to be PRECISE,Br J Radiol. 2020 Dec 1;93(1116):20200819. doi: 10.1259/bjr.20200819. Epub 2020 Sep 21.,Giganti F,https://www.ncbi.nlm.nih.gov/pubmed/32955923
16714,32553107,MEIS-mediated suppression of human prostate cancer growth and metastasis through HOXB13-dependent regulation of proteoglycans,Elife. 2020 Jun 18;9:e53600. doi: 10.7554/eLife.53600.,VanOpstall C,https://www.ncbi.nlm.nih.gov/pubmed/32553107
16715,32914895,The clinical benefit of sequential therapy with androgen receptor axis-targeted agents alone in patients with castration-resistant prostate cancer: A propensity score-matched comparison study,Prostate. 2020 Nov;80(15):1373-1380. doi: 10.1002/pros.24069. Epub 2020 Sep 11.,Naito Y,https://www.ncbi.nlm.nih.gov/pubmed/32914895
16716,32816374,Low reduction of prostate volume is a significant predictor of prostate cancer at subsequent biopsy in patients with dutasteride: A retrospective study,Andrologia. 2020 Dec;52(11):e13810. doi: 10.1111/and.13810. Epub 2020 Aug 20.,Obinata D,https://www.ncbi.nlm.nih.gov/pubmed/32816374
16718,31967522,Predictive Factors of Missed Clinically Significant Prostate Cancers in Men with Negative Magnetic Resonance Imaging: A Systematic Review and Meta-Analysis,J Urol. 2020 Jul;204(1):24-32. doi: 10.1097/JU.0000000000000757. Epub 2020 Jan 22.,Pagniez MA,https://www.ncbi.nlm.nih.gov/pubmed/31967522
16719,33103942,Performance of Prostate Health Index in Biopsy Naïve Black Men,J Urol. 2021 Mar;205(3):718-724. doi: 10.1097/JU.0000000000001453. Epub 2020 Oct 26.,Babajide R,https://www.ncbi.nlm.nih.gov/pubmed/33103942
16720,31397038,"PI-RADS: Past, present, and future",J Magn Reson Imaging. 2020 Jul;52(1):33-53. doi: 10.1002/jmri.26896. Epub 2019 Aug 8.,Gupta RT,https://www.ncbi.nlm.nih.gov/pubmed/31397038
16721,32917647,Evidence that EZH2 Deregulation is an Actionable Therapeutic Target for Prevention of Prostate Cancer,Cancer Prev Res (Phila). 2020 Dec;13(12):979-988. doi: 10.1158/1940-6207.CAPR-20-0186. Epub 2020 Sep 11.,Burkhart DL,https://www.ncbi.nlm.nih.gov/pubmed/32917647
16722,31907633,External validation of Cormio nomogram for predicting all prostate cancers and clinically significant prostate cancers,World J Urol. 2020 Oct;38(10):2555-2561. doi: 10.1007/s00345-019-03058-1. Epub 2020 Jan 6.,Cindolo L,https://www.ncbi.nlm.nih.gov/pubmed/31907633
16723,33360667,"""More men die with prostate cancer than because of it"" - an old adage that still holds true in the 21st century",Cancer Treat Res Commun. 2021;26:100225. doi: 10.1016/j.ctarc.2020.100225. Epub 2020 Oct 16.,C J,https://www.ncbi.nlm.nih.gov/pubmed/33360667
16724,32810511,Hsa_circ_0007494 suppresses prostate cancer progression via miR-616/PTEN axis,Exp Cell Res. 2020 Oct 15;395(2):112233. doi: 10.1016/j.yexcr.2020.112233. Epub 2020 Aug 15.,Zhang S,https://www.ncbi.nlm.nih.gov/pubmed/32810511
16725,32776387,Prognostic significance of p16 expression in high-grade prostate adenocarcinoma,Pathol Int. 2020 Oct;70(10):743-751. doi: 10.1111/pin.12997. Epub 2020 Aug 9.,Takahara T,https://www.ncbi.nlm.nih.gov/pubmed/32776387
16726,32894541,MiR-34a affects G2 arrest in prostate cancer PC3 cells via Wnt pathway and inhibits cell growth and migration,Eur Rev Med Pharmacol Sci. 2020 Aug;24(16):8349-8358. doi: 10.26355/eurrev_202008_22631.,Dong B,https://www.ncbi.nlm.nih.gov/pubmed/32894541
16727,32382078,Clinical utility of the exosome based ExoDx Prostate(IntelliScore) EPI test in men presenting for initial Biopsy with a PSA 2-10?ng/mL,Prostate Cancer Prostatic Dis. 2020 Dec;23(4):607-614. doi: 10.1038/s41391-020-0237-z. Epub 2020 May 7.,Tutrone R,https://www.ncbi.nlm.nih.gov/pubmed/32382078
16728,32681155,PI-RADS score v.2 in predicting malignancy in patients undergoing 5?-reductase inhibitor therapy,Prostate Cancer Prostatic Dis. 2021 Mar;24(1):150-155. doi: 10.1038/s41391-020-0256-9. Epub 2020 Jul 17.,Forte V,https://www.ncbi.nlm.nih.gov/pubmed/32681155
16729,33356479,Magnetic Resonance Imaging-Targeted and Systematic Biopsy for Detection of Grade Progression in Patients on Active Surveillance for Prostate Cancer,J Urol. 2021 May;205(5):1352-1360. doi: 10.1097/JU.0000000000001547. Epub 2020 Dec 24.,Yerram NK,https://www.ncbi.nlm.nih.gov/pubmed/33356479
16730,31961049,Luminal Water Imaging: Comparison With Diffusion-Weighted Imaging (DWI) and PI-RADS for Characterization of Prostate Cancer Aggressiveness,J Magn Reson Imaging. 2020 Jul;52(1):271-279. doi: 10.1002/jmri.27050. Epub 2020 Jan 21.,Hectors SJ,https://www.ncbi.nlm.nih.gov/pubmed/31961049
16731,32067047,Lifetime Benefits and Harms of Prostate-Specific Antigen-Based Risk-Stratified Screening for Prostate Cancer,J Natl Cancer Inst. 2020 Oct 1;112(10):1013-1020. doi: 10.1093/jnci/djaa001.,Heijnsdijk EAM,https://www.ncbi.nlm.nih.gov/pubmed/32067047
16734,32641739,Ethnic variation in prostate cancer detection: a feasibility study for use of the Stockholm3 test in a multiethnic U.S. cohort,Prostate Cancer Prostatic Dis. 2021 Mar;24(1):120-127. doi: 10.1038/s41391-020-0250-2. Epub 2020 Jul 8.,Vigneswaran HT,https://www.ncbi.nlm.nih.gov/pubmed/32641739
16735,32592040,Imaging assisted evaluation of antitumor efficacy of a new histone deacetylase inhibitor in the castration-resistant prostate cancer,Eur J Nucl Med Mol Imaging. 2021 Jan;48(1):53-66. doi: 10.1007/s00259-020-04896-7. Epub 2020 Jun 26.,Chen Z,https://www.ncbi.nlm.nih.gov/pubmed/32592040
16737,32930958,Apalutamide: A Review in Metastatic Castration-Sensitive Prostate Cancer,Drugs. 2020 Oct;80(15):1579-1585. doi: 10.1007/s40265-020-01401-0.,Hoy SM,https://www.ncbi.nlm.nih.gov/pubmed/32930958
16738,31072170,Does plasma thiol and disulphide be a new marker for prostate cancer in prostate-specific antigen level between 10 and 20?ng/ml?,Aging Male. 2020 Dec;23(5):860-864. doi: 10.1080/13685538.2019.1608519. Epub 2019 May 10.,Topakta? R,https://www.ncbi.nlm.nih.gov/pubmed/31072170
16739,32441162,The role of insulin-like growth factors in the development of prostate cancer,Expert Rev Endocrinol Metab. 2020 Jul;15(4):237-250. doi: 10.1080/17446651.2020.1764844. Epub 2020 May 22.,Holly JMP,https://www.ncbi.nlm.nih.gov/pubmed/32441162
16740,32406325,How can we predict the active surveillance candidates meeting all Epstein criteria prior to prostate biopsy to avoid overdiagnosis?,Aging Male. 2020 Dec;23(5):1289-1295. doi: 10.1080/13685538.2020.1764524. Epub 2020 May 14.,Avci S,https://www.ncbi.nlm.nih.gov/pubmed/32406325
16741,33054607,"A non-randomized prospective study on the diagnostic performance of perineal prostatic biopsy, directed via diffusion nuclear resonance, in patients with suspected prostate cancer and previous negative transrectal prostate biopsy",Urologia. 2021 Feb;88(1):69-76. doi: 10.1177/0391560320962888. Epub 2020 Oct 14.,Castellucci R,https://www.ncbi.nlm.nih.gov/pubmed/33054607
