entry_number,pmid,title,details,author,url,abstract
21064,33784675,Localized and Locally Advanced Prostate Cancer: Treatment Options,Oncology. 2021;99(7):413-421. doi: 10.1159/000513258. Epub 2021 Mar 30.,Achard V,https://www.ncbi.nlm.nih.gov/pubmed/33784675,"BACKGROUND: There are many treatment options for localized and locally advanced prostate cancer with radiotherapy and surgery representing the main local therapeutic strategies. SUMMARY: Depending on the risk of disease recurrence, we can stratify patients into low-, intermediate- and high-risk groups, which will guide patients' treatment. For low-risk patients, active surveillance is an option. Brachytherapy is also an option for low- and intermediate-risk patients and can be used as a boost following external beam radiotherapy for high-risk patients. For intermediate- and high-risk patients, radical prostatectomy and radiotherapy should be considered. Moreover, in addition to radiotherapy, concomitant androgen deprivation therapy may be needed. Finally, after radical prostatectomy and depending on pathological, biological and clinical factors, radiotherapy ± androgen deprivation therapy can be proposed as an adjuvant or salvage treatment. Key Messages: With radiotherapy and surgery being well-established treatment options for localized prostate cancer patients with equally good overall survival rates, priority must be given to patients' choice concerning the logistics and the toxicity profile of each option."
21065,33742978,Salvage radical prostatectomy after local radiotherapy in prostate cancer,Curr Opin Urol. 2021 May 1;31(3):194-198. doi: 10.1097/MOU.0000000000000873.,Pfister D,https://www.ncbi.nlm.nih.gov/pubmed/33742978,"PURPOSE OF REVIEW: Salvage surgeries are rarely offered and performed in prostate cancer except for isolated lymph node metastases. Meanwhile, data are sufficient that salvage radical prostatectomy is recommended by the guidelines. In the following review, we focus on different treatment strategies comparing open and DaVinci laparoscopic approach with regard to functional and oncologic outcome. Of further interest are palliative surgeries. RECENT FINDINGS: Salvage radical prostatectomy is mainly performed in high volume centres. Data are increasing on minimal invasive surgery, although data on functional outcome are conflicting. As patients with prostate cancer have longer life expectancy even in metastasized disease, the possibility of developing symptomatic progression increases as well. We need to be aware that the confrontation with symptomatic prostate cancer patients will be more frequent in the future and that there are surgical approaches to palliate these patients sufficiently. SUMMARY: Data on minimal invasive salvage radical prostatectomy are getting more valid and are an option in experienced centres. Salvage radical prostatectomy is a definitive curative option for the patients. To avoid local progression, palliative local surgeries need to be discussed with the patients."
21066,33750602,Timing of Postoperative Radiation Therapy After Radical Prostatectomy,Int J Radiat Oncol Biol Phys. 2021 Jul 15;110(4):1132-1134. doi: 10.1016/j.ijrobp.2021.02.017. Epub 2021 Mar 6.,Parker C,https://www.ncbi.nlm.nih.gov/pubmed/33750602,
21067,34033495,A Predictive Preoperative and Postoperative Nomogram for Postoperative Potency Recovery after Robot-Assisted Radical Prostatectomy,J Urol. 2021 Oct;206(4):942-951. doi: 10.1097/JU.0000000000001895. Epub 2021 May 25.,Bhat KRS,https://www.ncbi.nlm.nih.gov/pubmed/34033495,"PURPOSE: Prediction of potency recovery following robot-assisted radical prostatectomy (RARP) is useful for better patient counseling and postoperative treatment strategies. In this study we propose a preoperative and postoperative nomogram to predict postoperative potency recovery following RARP. MATERIALS AND METHODS: Patients from development set (6,502) were selected to develop the nomograms, and patients in validation set (2,706) were used for validation. Cox regression models were fitted on the development cohort to predict potency recovery after RARP using as prognostic factors the covariates selected. Two nomograms were drawn using the regression coefficients of the preoperative and postoperative Cox models. RESULTS: The discrimination ability of the preoperative model was evaluated on the development cohort using the receiver operator curves estimated at 3, 6, 12 and 24 months. The AUC at these time points was 0.726, 0.734, 0.754, and 0.778, respectively. The areas under the curve of the postoperative model at 3, 6, 12 and 24 months were 0.746, 0.756 and 0.777, and 0.801, respectively. Preoperative and postoperative predictive models were validated using a separate set of 2,706 patients. The AUCs of the preoperative model at 3, 6, 12 and 24 months were 0.789, 0.772, 0.768, and 0.778, respectively. The ROC curves of the postoperative model at 3, 6, 12 and 24 months with AUCs of 0.807, 0.797, 0.793 and 0.798, respectively. Along with age and preoperative sexual function, nerve-sparing technique determines the potency outcomes justifying better AUC for postoperative model vs the preoperative model. CONCLUSIONS: The above nomograms help us to predict with good accuracy the probability of potency recovery within 3, 6, 12 and 24 months following surgery taking into consideration preoperative and postoperative factors. This is a novel tool for the care giver to predict realistic expectation of potency outcomes to the patients, while preoperative and immediate postoperative counseling."
21068,33403460,MR-Guided High-Intensity Directional Ultrasound Ablation of Prostate Cancer,Curr Urol Rep. 2021 Jan 6;22(1):3. doi: 10.1007/s11934-020-01020-y.,Galgano SJ,https://www.ncbi.nlm.nih.gov/pubmed/33403460,"PURPOSE OF REVIEW: The goal of this paper was to review the novel treatment modality of high-intensity transurethral directional ultrasound for prostate cancer. RECENT FINDINGS: Prostate cancer is a heterogeneous disease with some patients electing for active surveillance and focal therapies instead of definitive treatment with radical prostatectomy or radiation therapy. Prostate MRI has become a cornerstone of prostate cancer diagnosis, targeted biopsy, and treatment planning. Transurethral high-intensity directional ultrasound allows for MRI-guided ablation of the prostate gland with the ability to contour boundaries and spare critical structures, such as the neurovascular bundle and urinary sphincter. Although results are still emerging, this may offer patients a new option for focal therapy with a favorable side-effect profile. High-intensity transurethral directional ultrasound is an emerging treatment modality for both whole-gland and focal ablation with promising early results. Further research is needed to establish safety, tolerability, and long-term oncologic outcomes."
21069,33660620,Salvage ablation for locally recurrent prostate cancer,Curr Opin Urol. 2021 May 1;31(3):188-193. doi: 10.1097/MOU.0000000000000861.,Lomas DJ,https://www.ncbi.nlm.nih.gov/pubmed/33660620,"PURPOSE OF REVIEW: This review aims to summarize the latest evidence for the use of salvage ablation of localized prostate cancer recurrences after primary therapy radiotherapy or prostatectomy. RECENT FINDINGS: Savage ablation represents a treatment option in select patients with localized recurrences following primary therapy of prostate cancer. Following radiotherapy, salvage cryotherapy and high-intensity focused ultrasound (HIFU) demonstrate encouraging oncologic outcomes. Biochemical recurrence-free survival ranged from 71% at 2 years to 44.2% at 10 years for cryotherapy and from 51% at 5 years to 28.7% at 10 years for HIFU. Rates of adverse effects appear to be more favorable with ablation compared to salvage surgery. Focal salvage ablation may offer a further balance between oncologic control and adverse effects. Following radical prostatectomy, recent data on the use of salvage ablation of local recurrences are less robust with only a few small studies published in the last 2 years. SUMMARY: Salvage ablation is an option for localized disease recurrences following primary treatment. Its role is most established for postradiation recurrence. It can also be utilized in postprostatectomy recurrence, although published data is more limited. Future studies are needed to further explore the role of ablation in both cohorts."
21070,33218583,Optimizing Surgical Techniques in Robot-Assisted Radical Prostatectomy,Urol Clin North Am. 2021 Feb;48(1):1-9. doi: 10.1016/j.ucl.2020.09.002.,Arenas-Gallo C,https://www.ncbi.nlm.nih.gov/pubmed/33218583,"Robot-assisted radical prostatectomy (RARP) is the most common surgical treatment of localized prostate cancer. The ideal procedure would achieve maximum oncological efficacy while minimizing associated side effects, such as erectile dysfunction and urinary incontinence. Surgeon experience and surgical technique affect RARP outcomes. Here, the authors review RARP technical modifications aimed at optimizing cancer control and postoperative urinary and sexual function."
21072,33516741,Testosterone Therapy After Prostate Cancer Treatment: A Review of Literature,Sex Med Rev. 2021 Jul;9(3):393-405. doi: 10.1016/j.sxmr.2020.12.003. Epub 2021 Jan 28.,Natale C,https://www.ncbi.nlm.nih.gov/pubmed/33516741,"INTRODUCTION: Although testosterone therapy (TTh) is the standard practice in otherwise healthy hypogonadal men, this therapy has historically been contraindicated in men with a history of prostate cancer. Recent evidence suggests that there is minimal or no prostate cancer growth in the setting of TTh administration in men definitively treated for non-metastatic prostate cancer. OBJECTIVE: To review the evidence supporting the safety and efficacy of TTh in patients previously treated for localized prostate cancer. METHODS: A literature review of the PubMed database was performed to identify studies evaluating the safety and efficacy of TTh in patients with a history of prostate cancer. Search terms included Testosterone Therapy, Testosterone Replacement Therapy and Radical Prostatectomy, Radiotherapy, External Beam Radiation Therapy, EBRT, Brachytherapy; Prostate Cancer and Hypogonadism, Low Testosterone; Bipolar Androgen Therapy. RESULTS: Available literature provides evidence for the safe application of TTh in patients previously treated for prostate cancer with either radical prostatectomy or radiotherapy. Furthermore, there exists evidence that severely hypogonadal levels of testosterone may lead to worse oncological outcomes. More recent research has begun to elucidate the effectiveness of bipolar androgen deprivation therapy in the treatment of prostate cancer. This mechanism of action increases the level of evidence indicating that the traditional management of maintaining testosterone levels at low levels may no longer be standard of care. TTh likely has a role in improved erectile function and other quality-of-life concerns in patients developing testosterone deficiency after being treated for prostate cancer. CONCLUSIONS: TTh should be offered to select hypogonadal patients who have a history of definitively treated prostate cancer. Adequately designed randomized controlled trials are necessary to confirm the safety and efficacy of TTh in this population. Natale C, Carlos C, Hong J, et al. Testosterone Replacement Therapy After Prostate Cancer Treatment: A Review of Literature. Sex Med Rev 2021;9:393-405."
21075,34767586,A novel serum biomarker quintet reveals added prognostic value when combined with standard clinical parameters in prostate cancer patients by predicting biochemical recurrence and adverse pathology,PLoS One. 2021 Nov 12;16(11):e0259093. doi: 10.1371/journal.pone.0259093. eCollection 2021.,Athanasiou A,https://www.ncbi.nlm.nih.gov/pubmed/34767586,"The objective was to determine the prognostic utility of a new biomarker combination in prostate cancer (PCa) patients undergoing Radical Prostatectomy (RP). Serum samples and clinical data of 557 men who underwent RP for PCa with pathological stage (pT) <3 at Martini Clinic (Hamburg, Germany) were used for analysis. Clinical Grade Group and clinical stage was determined using biopsy samples while tumor marker concentrations were measured in serum using immunoassays. The prognostic utility of the proposed marker combination was assessed using Cox proportional hazard regression and Kaplan-Meier analysis. The performance was compared to the Cancer of the Prostate Risk Assessment (CAPRA) score in the overall cohort and in a low-risk patient subset. A multivariable model comprising fibronectin 1, galectin-3-binding protein, lumican, matrix metalloprotease 9, thrombospondin-1 and PSA together with clinical Grade Group (GG) and clinical stage (cT) was created. The proposed model was a significant predictor of biochemical recurrence (BCR) (HR 1.29 per 5 units score, 95%CI 1.20-1.38, p<0.001). The Kaplan-Meier analysis showed that the proposed model had a better prediction for low-risk disease after RP compared to CAPRA (respectively 5.0% vs. 9.1% chance of BCR). In a pre-defined low risk population subset, the risk of BCR using the proposed model was below 5.2% and thus lower when compared to CAPRA = 0-2 (9%), GG<2 (7%) and NCCN = low-risk (6%) subsets. Additionally, the proposed model could significantly (p<0.001) discriminate patients with adverse pathology (AP) events at RP from those without. In conclusion, the proposed model is superior to CAPRA for the prediction of BCR after RP in the overall cohort as well as a in a pre-defined low risk patient population subset. It is also significantly associated with AP at RP."
21076,33755225,Targeting backdoor androgen synthesis through AKR1C3 inhibition: A presurgical hormonal ablative neoadjuvant trial in high-risk localized prostate cancer,Prostate. 2021 May;81(7):418-426. doi: 10.1002/pros.24118. Epub 2021 Mar 23.,Graham LS,https://www.ncbi.nlm.nih.gov/pubmed/33755225,"BACKGROUND: Localized prostate cancers (PCs) may resist neoadjuvant androgen receptor (AR)-targeted therapies as a result of persistent intraprostatic androgens arising through upregulation of steroidogenic enzymes. Therefore, we sought to evaluate clinical effects of neoadjuvant indomethacin (Indo), which inhibits the steroidogenic enzyme AKR1C3, in addition to combinatorial anti-androgen blockade, in men with high-risk PC undergoing radical prostatectomy (RP). METHODS: This was an open label, single-site, Phase II neoadjuvant trial in men with high to very-high-risk PC, as defined by NCCN criteria. Patients received 12 weeks of apalutamide (Apa), abiraterone acetate plus prednisone (AAP), degarelix, and Indo followed by RP. Primary objective was to determine the pathologic complete response (pCR) rate. Secondary objectives included minimal residual disease (MRD) rate, defined as residual cancer burden (RCB) ≤ 0.25cm<sup>3</sup> (tumor volume multiplied by tumor cellularity) and elucidation of molecular features of resistance. RESULTS: Twenty patients were evaluable for the primary endpoint. Baseline median prostate-specific antigen (PSA) was 10.1 ng/ml, 4 (20%) patients had Gleason grade group (GG) 4 disease and 16 had GG 5 disease. At RP, 1 (5%) patient had pCR and 6 (30%) had MRD. Therapy was well tolerated. Over a median follow-up of 23.8 months, 1 of 7 (14%) men with pathologic response and 6 of 13 (46%) men without pathologic response had a PSA relapse. There was no association between prostate hormone levels or HSD3B1 genotype with pathologic response. CONCLUSIONS: In men with high-risk PC, pCR rates remained low even with combinatorial AR-directed therapy, although rates of MRD were higher. Ongoing follow-up is needed to validate clinical outcomes of men who achieve MRD."
21077,33408347,Sexual function and rehabilitation after radiation therapy for prostate cancer: a review,Int J Impot Res. 2021 May;33(4):410-417. doi: 10.1038/s41443-020-00389-1. Epub 2021 Jan 6.,Nguyen DD,https://www.ncbi.nlm.nih.gov/pubmed/33408347,"The treatment of prostate cancer is partly guided by patient preferences. Radical prostatectomy and radiation therapy are the standard radical therapies for localized disease and render comparable oncologic outcomes. Considering that survival is high regardless of the chosen treatment, factors such as treatment-related toxicities affecting the patients' quality of life play an important role in their decision. Notably, post-treatment sexual dysfunction, which includes decreased libido, erectile dysfunction, and ejaculatory dysfunction has been shown to be an important and prevalent concern of prostate cancer survivors. In this literature review, we sought to characterize the sexual complications associated with radiation therapy and map the available sexual rehabilitation options for prostate cancer survivors experiencing sexual dysfunction as a result of radiation therapy. We identified medical, non-biomedical, counseling, and lifestyle modification options for prostate cancer survivors seeking sexual rehabilitation. Future research in this area should address the standardization of sexual side-effect reporting and investigate sexual outcomes and rehabilitation in more diverse groups and of transgender and nonheterosexual prostate cancer survivors."
21078,33422681,Focal Brachytherapy for Localized Prostate Cancer: Midterm Outcomes,Pract Radiat Oncol. 2021 Sep-Oct;11(5):e477-e485. doi: 10.1016/j.prro.2020.12.005. Epub 2021 Jan 7.,Ta MH,https://www.ncbi.nlm.nih.gov/pubmed/33422681,"PURPOSE: Focal brachytherapy (F-BT) is a suitable technique for focal therapy in localized prostate cancer. It has the ability to adapt the seed implantation to the volume and location of the tumor. The aim of this study was to assess F-BT oncologic, functional, and toxicity midterm outcomes in men who underwent prostate cancer treatment. METHODS AND MATERIALS: The study included 39 men with low- to intermediate-risk prostate cancer treated with F-BT between 2010 and 2015. The dose prescription was 145 Gy. Failure was defined as the presence of any residual prostate cancer in the treated area. The primary and secondary endpoints were the F-BT oncologic and functional outcomes, respectively. A 2-sided P value < .05 indicated statistical significance. RESULTS: The mean follow-up time was 65 months (range, 43-104 months). After 24 months, 34 patients underwent control biopsies and 5 patients refused. The biopsies were negative in 27 cases (79%) and positive in 7 cases (21%), all outside the volume treated. Biochemical relapse-free survival at 5 years, disease-free survival, and overall survival were 96.8% ± 0.032%, 79.5% ± 0.076%, and 100%, respectively. The mean International Prostate Symptom Score at 2 months was significantly higher than initially (P = .0003), with no significant difference later. No late urinary, sexual, or rectal toxicity was observed. Salvage treatment was possible with good tolerance at 3.4 years of follow-up. Limitations of this study include the retrospective nature and lack of randomization. CONCLUSIONS: F-BT is a safe and effective treatment for selected patients presenting with low- or intermediate-risk localized prostate cancer."
21079,33267670,Robotic Radical Cystectomy Outcomes after Intervention for Prostate Cancer,J Endourol. 2021 May;35(5):633-638. doi: 10.1089/end.2020.0627.,Patel NH,https://www.ncbi.nlm.nih.gov/pubmed/33267670,"<b><i>Introduction and Objectives:</i></b> We evaluated patients who underwent treatment for prostate cancer and then subsequent robot-assisted radical cystectomy (RARC). Our objective was to understand clinical, pathologic, and survival outcomes in these patients. <b><i>Materials and Methods:</i></b> A total of 333 male patients underwent RARC with standard intracorporeal urinary diversion from 2009 to 2019. We evaluated patients who underwent a radical prostatectomy (RP) and either external beam radiation or brachytherapy (XRT) before RARC. These patients were compared with patients who underwent RARC without any prior intervention for or history of prostate cancer (radical cystectomy [RC]). <b><i>Results:</i></b> Patients in the RP and XRT groups were found to be older than the RC group (<i>p</i> = 0.0108) and also have a greater Charlson comorbidity index (<i>p</i> < 0.001). There was no difference in estimated blood loss, operative time, and length of stay across all three groups. The RP group had a higher rate of positive margins 31.58% compared with RC and XRT at 8.22% and 10.00%, respectively (<i>p</i> = 0.0036). There was also a higher rate of extravesical disease on final pathology report for the XRT group at 60.00% compared with 37.5% and 36.85% for RC and RP, respectively (<i>p</i> = 0.0056). Overall survival was lowest in the XRT group compared with RP and RC (<i>p</i> > 0.001) with no difference in recurrence-free survival. <b><i>Conclusion:</i></b> Patients in the RP group have higher rates of positive margin, whereas patients in the XRT group have higher rates of extravesical disease and overall survival after undergoing a RARC. Careful counseling and attention to these parameters is required in these patient populations."
21080,33612395,Complications and side effects of high-dose-rate prostate brachytherapy,Brachytherapy. 2021 Sep-Oct;20(5):966-975. doi: 10.1016/j.brachy.2020.10.007. Epub 2021 Feb 19.,Martell K,https://www.ncbi.nlm.nih.gov/pubmed/33612395,"PURPOSE: To describe technical challenges and complications encountered during and after high-dose-rate prostate brachytherapy (HDR-BT) and review management of these complications. METHODS AND MATERIALS: The authors performed a systematic review of the literature on toxicities encountered after prostate HDR-BT +/- external beam radiotherapy. A total of 397 studies were identified, of which 64 were included. A focused review of literature regarding the management of acute and late toxicities also performed. RESULTS: Most acute toxicities include grade 0-2 genitourinary and gastrointestinal toxicity. Overall, Grade 3+ Common Terminology Criteria for Adverse Events toxicity after HDR-BT was low [genitourinary: 0-1%; gastrointestinal 0-3%]. Rates of fistula formation were <1%, and radiation cystitis/proctitis were <14% and more commonly reported in cohorts treated with HDR-BT boost and external beam radiotherapy. CONCLUSIONS: HDR-BT both as monotherapy or combined with external beam radiotherapy for prostate cancer is well tolerated. Serious complications are rare."
